task_uid,grade,theme_id,level,quality_status
V2-f369f9d358c1,11,T034,2,RECHECK
V2-c1b93689cf3e,11,T034,2,RECHECK
V2-b9e3f0172238,11,T021,3,RECHECK
V2-bdfdac2d0c6c,11,T021,3,RECHECK
V2-2458b59ea8f4,11,T021,3,RECHECK
V2-ec26c3d68057,11,T021,3,RECHECK
V2-b27b3af6ad13,11,T043,1,RECHECK
V2-0d2820d53fda,11,T043,1,RECHECK
V2-2676ea0c8f4c,11,T043,1,RECHECK
V2-7f855fdf45e3,11,T043,1,RECHECK
V2-a83965a3c902,11,T043,1,RECHECK
V2-a2e99e6b485f,11,T034,3,RECHECK
V2-814d0fbdc28a,11,T034,3,RECHECK
V2-469283013eea,11,T034,3,RECHECK
V2-0dac0740c3ca,11,T034,3,RECHECK
V2-b64fc30fa4ea,11,T034,3,RECHECK
V2-525fa00f99e2,10,T029,3,RECHECK
V2-bd932186db46,11,T040,3,RECHECK
V2-7a747efc3f23,11,T040,3,RECHECK
V2-e57944b4be52,11,T040,3,RECHECK
V2-e3ae3c6dbfad,11,T040,3,RECHECK
V2-c25c21e766b2,11,T031,1,RECHECK
V2-7976bd60eae8,11,T031,1,RECHECK
V2-958c1c3d51d6,11,T031,1,RECHECK
V2-6d7ae04d590e,11,T031,1,RECHECK
V2-4d480ed3ac76,11,T031,1,RECHECK
V2-e02af76f1c6f,11,T043,2,RECHECK
V2-219807df4215,11,T043,2,RECHECK
V2-1a68ce90ae78,11,T043,2,RECHECK
V2-83f2759c2fe7,11,T043,2,RECHECK
V2-08963ea435f3,11,T031,3,RECHECK
V2-cdd0fb0f77f5,11,T031,3,RECHECK
V2-780497c9721d,11,T031,3,RECHECK
V2-2a53eee6f968,11,T031,3,RECHECK
V2-2f5bd765fe66,11,T031,3,RECHECK
V2-9c79c631dc59,11,T041,2,RECHECK
V2-107c4ceba946,11,T041,2,RECHECK
V2-b92df2ec74c2,11,T041,2,RECHECK
V2-e73500d6a92f,11,T041,2,RECHECK
V2-ec491cfe4af5,11,T041,2,RECHECK
V2-bcb98b2076ed,11,T001,1,RECHECK
V2-1d897ced2263,11,T001,1,RECHECK
V2-d5be11cb5de0,11,T001,1,RECHECK
V2-1ccd046e552a,11,T001,1,RECHECK
V2-bf14d94329d3,11,T001,1,RECHECK
V2-b18813bddcc6,11,T041,1,RECHECK
V2-857c2afe85ff,11,T041,1,RECHECK
V2-769b1bc6effe,11,T041,1,RECHECK
V2-4028e31cc1ae,11,T041,1,RECHECK
V2-2b7d504e7860,11,T041,1,RECHECK
V2-084b59b0fecb,11,T041,3,RECHECK
V2-25e34a36c6e5,11,T041,3,RECHECK
V2-7d03a5314762,11,T041,3,RECHECK
V2-41096ea2c54e,11,T041,3,RECHECK
V2-9c02c16e2c1e,11,T041,3,RECHECK
V2-636a50385ad4,11,T001,2,RECHECK
V2-8853d23ae3ed,11,T001,2,RECHECK
V2-025afe6da372,11,T001,2,RECHECK
V2-e6fe2069fd22,11,T001,2,RECHECK
V2-6b569f45e049,11,T001,2,RECHECK
V2-114e0b19c7a4,11,T001,3,RECHECK
V2-7af4697ced31,11,T001,3,RECHECK
V2-e1a68ab89688,11,T001,3,RECHECK
V2-460060bffa41,11,T001,3,RECHECK
V2-a19fe18603fb,11,T001,3,RECHECK
V2-aaf28793759e,11,T031,2,RECHECK
V2-3165aceeda6c,11,T031,2,RECHECK
V2-0158b416e0c3,11,T031,2,RECHECK
V2-d39c15a015ee,11,T043,3,RECHECK
