cell_key,grade,level,theme_id,theme_name,subtopic_idx,subtopic,current_count,needed,reinstatements_available,reinstatements_usable,adjusted_needed
G9|L5|T010|S1,9,5,T010,Метод координат: векторы,1,"Координаты вектора, связь с точками",5,0,0,0,0
G9|L5|T010|S2,9,5,T010,Метод координат: векторы,2,Скалярное произведение векторов,5,0,0,0,0
G9|L5|T015|S0,9,5,T015,Неравенства: числовые наборы,0,Неравенства о среднем арифметическом и среднем геометрическом,5,0,4,0,0
G9|L5|T015|S1,9,5,T015,Неравенства: числовые наборы,1,Неравенства Чебышева и Маркова,5,0,5,0,0
G9|L5|T015|S2,9,5,T015,Неравенства: числовые наборы,2,"Цепочки неравенств, взвешенные средние",5,0,1,0,0
G9|L5|T020|S0,9,5,T020,Последовательности и прогрессии,0,Арифметическая прогрессия,5,0,0,0,0
G9|L5|T020|S1,9,5,T020,Последовательности и прогрессии,1,Геометрическая прогрессия,5,0,0,0,0
G9|L5|T020|S2,9,5,T020,Последовательности и прогрессии,2,Суммы последовательностей,5,0,0,0,0
G9|L5|T035|S0,9,5,T035,Тригонометрические уравнения,0,Однородные тригонометрические уравнения,5,0,0,0,0
G9|L5|T035|S1,9,5,T035,Тригонометрические уравнения,1,Отбор корней в тригонометрических уравнениях,5,0,0,0,0
G9|L5|T035|S2,9,5,T035,Тригонометрические уравнения,2,Простейшие тригонометрические уравнения,5,0,0,0,0
G9|L5|T036|S0,9,5,T036,Тригонометрия: преобразования,0,Основное тригонометрическое тождество,5,0,0,0,0
G9|L5|T036|S1,9,5,T036,Тригонометрия: преобразования,1,Формулы приведения,5,0,0,0,0
G9|L5|T036|S2,9,5,T036,Тригонометрия: преобразования,2,Формулы сложения и двойного угла,5,0,0,0,0
G9|L5|T038|S0,9,5,T038,Уравнения: иррациональные,0,Иррациональные уравнения с одним корнем,5,0,0,0,0
G9|L5|T038|S1,9,5,T038,Уравнения: иррациональные,1,Иррациональные уравнения с несколькими корнями,5,0,0,0,0
G9|L5|T038|S2,9,5,T038,Уравнения: иррациональные,2,Метод замены в иррациональных уравнениях,5,0,8,0,0
