grade,section,theme_id,theme,level,approved_count,reserve_count,recheck_count,rejected_count,status,shortage
8,Тригонометрия: преобразования,G8_T037_S1,Тригонометрия: преобразования: Формулы приведения,1,0,0,0,0,EMPTY,5
8,Тригонометрия: преобразования,G8_T037_S1,Тригонометрия: преобразования: Формулы приведения,2,0,0,0,0,EMPTY,5
8,Тригонометрия: преобразования,G8_T037_S1,Тригонометрия: преобразования: Формулы приведения,3,0,0,0,0,EMPTY,5
8,Тригонометрия: преобразования,G8_T037_S2,Тригонометрия: преобразования: Формулы сложения и двойного угла,1,0,0,0,0,EMPTY,5
8,Тригонометрия: преобразования,G8_T037_S2,Тригонометрия: преобразования: Формулы сложения и двойного угла,2,0,0,0,0,EMPTY,5
8,Тригонометрия: преобразования,G8_T037_S2,Тригонометрия: преобразования: Формулы сложения и двойного угла,3,0,0,0,0,EMPTY,5
8,"Числа, индукция, алгоритмы",G8_T042_S0,"Числа, индукция, алгоритмы: Системы счисления и запись чисел",1,0,0,0,0,EMPTY,5
8,"Числа, индукция, алгоритмы",G8_T042_S0,"Числа, индукция, алгоритмы: Системы счисления и запись чисел",2,0,0,0,0,EMPTY,5
8,"Числа, индукция, алгоритмы",G8_T042_S0,"Числа, индукция, алгоритмы: Системы счисления и запись чисел",3,0,0,0,0,EMPTY,5
8,"Числа, индукция, алгоритмы",G8_T042_S2,"Числа, индукция, алгоритмы: Метод математической индукции",1,0,0,0,0,EMPTY,5
8,"Числа, индукция, алгоритмы",G8_T042_S2,"Числа, индукция, алгоритмы: Метод математической индукции",2,0,0,0,0,EMPTY,5
8,"Числа, индукция, алгоритмы",G8_T042_S2,"Числа, индукция, алгоритмы: Метод математической индукции",3,0,0,0,0,EMPTY,5
9,Неравенства: алгебраические неравенства,G9_T010_S0,Неравенства: алгебраические неравенства: Доказательство неравенств,1,0,0,0,0,EMPTY,5
9,Неравенства: алгебраические неравенства,G9_T010_S0,Неравенства: алгебраические неравенства: Доказательство неравенств,2,0,0,0,0,EMPTY,5
9,Неравенства: алгебраические неравенства,G9_T010_S0,Неравенства: алгебраические неравенства: Доказательство неравенств,3,0,0,0,0,EMPTY,5
9,Неравенства: алгебраические неравенства,G9_T010_S1,Неравенства: алгебраические неравенства: Квадратные неравенства,1,0,0,0,0,EMPTY,5
9,Неравенства: алгебраические неравенства,G9_T010_S1,Неравенства: алгебраические неравенства: Квадратные неравенства,2,0,0,0,0,EMPTY,5
9,Неравенства: алгебраические неравенства,G9_T010_S1,Неравенства: алгебраические неравенства: Квадратные неравенства,3,0,0,0,0,EMPTY,5
9,Неравенства: алгебраические неравенства,G9_T010_S2,Неравенства: алгебраические неравенства: Неравенства с модулем,1,0,0,0,0,EMPTY,5
9,Неравенства: алгебраические неравенства,G9_T010_S2,Неравенства: алгебраические неравенства: Неравенства с модулем,2,0,0,0,0,EMPTY,5
9,Неравенства: алгебраические неравенства,G9_T010_S2,Неравенства: алгебраические неравенства: Неравенства с модулем,3,0,0,0,0,EMPTY,5
9,Планиметрия: многоугольники,G9_T015_S0,"Планиметрия: многоугольники: Многоугольники: виды, свойства",1,0,0,0,0,EMPTY,5
9,Планиметрия: многоугольники,G9_T015_S0,"Планиметрия: многоугольники: Многоугольники: виды, свойства",2,0,0,0,0,EMPTY,5
9,Планиметрия: многоугольники,G9_T015_S0,"Планиметрия: многоугольники: Многоугольники: виды, свойства",3,0,0,0,0,EMPTY,5
9,Планиметрия: многоугольники,G9_T015_S1,Планиметрия: многоугольники: Параллелограммы и трапеции,1,0,0,0,0,EMPTY,5
9,Планиметрия: многоугольники,G9_T015_S1,Планиметрия: многоугольники: Параллелограммы и трапеции,2,0,0,0,0,EMPTY,5
9,Планиметрия: многоугольники,G9_T015_S1,Планиметрия: многоугольники: Параллелограммы и трапеции,3,0,0,0,0,EMPTY,5
9,Планиметрия: многоугольники,G9_T015_S2,"Планиметрия: многоугольники: Треугольники: виды, свойства",1,0,0,0,0,EMPTY,5
9,Планиметрия: многоугольники,G9_T015_S2,"Планиметрия: многоугольники: Треугольники: виды, свойства",2,0,0,0,0,EMPTY,5
9,Планиметрия: многоугольники,G9_T015_S2,"Планиметрия: многоугольники: Треугольники: виды, свойства",3,0,0,0,0,EMPTY,5
9,Производная и её применение,G9_T020_S0,Производная и её применение: Геометрический смысл производной,1,0,0,0,0,EMPTY,5
9,Производная и её применение,G9_T020_S0,Производная и её применение: Геометрический смысл производной,2,0,0,0,0,EMPTY,5
9,Производная и её применение,G9_T020_S0,Производная и её применение: Геометрический смысл производной,3,0,0,0,0,EMPTY,5
9,Производная и её применение,G9_T020_S1,Производная и её применение: Исследование функций с помощью производной,1,0,0,0,0,EMPTY,5
9,Производная и её применение,G9_T020_S1,Производная и её применение: Исследование функций с помощью производной,2,0,0,0,0,EMPTY,5
9,Производная и её применение,G9_T020_S1,Производная и её применение: Исследование функций с помощью производной,3,0,0,0,0,EMPTY,5
9,Производная и её применение,G9_T020_S2,Производная и её применение: Правила и формулы дифференцирования,1,0,0,0,0,EMPTY,5
9,Производная и её применение,G9_T020_S2,Производная и её применение: Правила и формулы дифференцирования,2,0,0,0,0,EMPTY,5
9,Производная и её применение,G9_T020_S2,Производная и её применение: Правила и формулы дифференцирования,3,0,0,0,0,EMPTY,5
9,Теория вероятностей: классическая модель,G9_T035_S0,Теория вероятностей: классическая модель: Геометрическая вероятность,1,0,0,0,0,EMPTY,5
9,Теория вероятностей: классическая модель,G9_T035_S0,Теория вероятностей: классическая модель: Геометрическая вероятность,2,0,0,0,0,EMPTY,5
9,Теория вероятностей: классическая модель,G9_T035_S0,Теория вероятностей: классическая модель: Геометрическая вероятность,3,0,0,0,0,EMPTY,5
9,Теория вероятностей: классическая модель,G9_T035_S1,Теория вероятностей: классическая модель: Классическая вероятность,1,0,0,0,0,EMPTY,5
9,Теория вероятностей: классическая модель,G9_T035_S1,Теория вероятностей: классическая модель: Классическая вероятность,2,0,0,0,0,EMPTY,5
9,Теория вероятностей: классическая модель,G9_T035_S1,Теория вероятностей: классическая модель: Классическая вероятность,3,0,0,0,0,EMPTY,5
9,Теория вероятностей: классическая модель,G9_T035_S2,Теория вероятностей: классическая модель: Условная вероятность и формула Байеса,1,0,0,0,0,EMPTY,5
9,Теория вероятностей: классическая модель,G9_T035_S2,Теория вероятностей: классическая модель: Условная вероятность и формула Байеса,2,0,0,0,0,EMPTY,5
9,Теория вероятностей: классическая модель,G9_T035_S2,Теория вероятностей: классическая модель: Условная вероятность и формула Байеса,3,0,0,0,0,EMPTY,5
9,Тригонометрические уравнения,G9_T036_S0,Тригонометрические уравнения: Однородные тригонометрические уравнения,1,0,0,0,0,EMPTY,5
9,Тригонометрические уравнения,G9_T036_S0,Тригонометрические уравнения: Однородные тригонометрические уравнения,2,0,0,0,0,EMPTY,5
9,Тригонометрические уравнения,G9_T036_S0,Тригонометрические уравнения: Однородные тригонометрические уравнения,3,0,0,0,0,EMPTY,5
9,Тригонометрические уравнения,G9_T036_S1,Тригонометрические уравнения: Отбор корней в тригонометрических уравнениях,1,0,0,0,0,EMPTY,5
9,Тригонометрические уравнения,G9_T036_S1,Тригонометрические уравнения: Отбор корней в тригонометрических уравнениях,2,0,0,0,0,EMPTY,5
9,Тригонометрические уравнения,G9_T036_S1,Тригонометрические уравнения: Отбор корней в тригонометрических уравнениях,3,0,0,0,0,EMPTY,5
9,Тригонометрические уравнения,G9_T036_S2,Тригонометрические уравнения: Простейшие тригонометрические уравнения,1,0,0,0,0,EMPTY,5
9,Тригонометрические уравнения,G9_T036_S2,Тригонометрические уравнения: Простейшие тригонометрические уравнения,2,0,0,0,0,EMPTY,5
9,Тригонометрические уравнения,G9_T036_S2,Тригонометрические уравнения: Простейшие тригонометрические уравнения,3,0,0,0,0,EMPTY,5
9,Уравнения с модулем,G9_T038_S0,Уравнения с модулем: Графическое решение уравнений с модулем,1,0,0,0,0,EMPTY,5
9,Уравнения с модулем,G9_T038_S0,Уравнения с модулем: Графическое решение уравнений с модулем,2,0,0,0,0,EMPTY,5
9,Уравнения с модулем,G9_T038_S0,Уравнения с модулем: Графическое решение уравнений с модулем,3,0,0,0,0,EMPTY,5
9,Уравнения с модулем,G9_T038_S1,Уравнения с модулем: Метод интервалов для уравнений с модулем,1,0,0,0,0,EMPTY,5
9,Уравнения с модулем,G9_T038_S1,Уравнения с модулем: Метод интервалов для уравнений с модулем,2,0,0,0,0,EMPTY,5
9,Уравнения с модулем,G9_T038_S1,Уравнения с модулем: Метод интервалов для уравнений с модулем,3,0,0,0,0,EMPTY,5
9,Уравнения с модулем,G9_T038_S2,Уравнения с модулем: Решение уравнений с модулем (раскрытие по случаям),1,0,0,0,0,EMPTY,5
9,Уравнения с модулем,G9_T038_S2,Уравнения с модулем: Решение уравнений с модулем (раскрытие по случаям),2,0,0,0,0,EMPTY,5
9,Уравнения с модулем,G9_T038_S2,Уравнения с модулем: Решение уравнений с модулем (раскрытие по случаям),3,0,0,0,0,EMPTY,5
10,Неравенства: тригонометрические,G10_T013_S0,Неравенства: тригонометрические: Неравенства с обратными тригонометрическими функциями,1,0,0,0,0,EMPTY,5
10,Неравенства: тригонометрические,G10_T013_S0,Неравенства: тригонометрические: Неравенства с обратными тригонометрическими функциями,2,0,0,0,0,EMPTY,5
10,Неравенства: тригонометрические,G10_T013_S0,Неравенства: тригонометрические: Неравенства с обратными тригонометрическими функциями,3,0,0,0,0,EMPTY,5
10,Неравенства: тригонометрические,G10_T013_S1,"Неравенства: тригонометрические: Простейшие тригонометрические неравенства с sin, cos",1,0,0,0,0,EMPTY,5
10,Неравенства: тригонометрические,G10_T013_S1,"Неравенства: тригонометрические: Простейшие тригонометрические неравенства с sin, cos",2,0,0,0,0,EMPTY,5
10,Неравенства: тригонометрические,G10_T013_S1,"Неравенства: тригонометрические: Простейшие тригонометрические неравенства с sin, cos",3,0,0,0,0,EMPTY,5
10,Неравенства: тригонометрические,G10_T013_S2,"Неравенства: тригонометрические: Простейшие тригонометрические неравенства с tg, ctg",1,0,0,0,0,EMPTY,5
10,Неравенства: тригонометрические,G10_T013_S2,"Неравенства: тригонометрические: Простейшие тригонометрические неравенства с tg, ctg",2,0,0,0,0,EMPTY,5
10,Неравенства: тригонометрические,G10_T013_S2,"Неравенства: тригонометрические: Простейшие тригонометрические неравенства с tg, ctg",3,0,0,0,0,EMPTY,5
10,Неравенства: числовые наборы,G10_T014_S0,Неравенства: числовые наборы: Неравенства о среднем арифметическом и среднем геометрическом,1,0,0,0,0,EMPTY,5
10,Неравенства: числовые наборы,G10_T014_S0,Неравенства: числовые наборы: Неравенства о среднем арифметическом и среднем геометрическом,2,0,0,0,0,EMPTY,5
10,Неравенства: числовые наборы,G10_T014_S0,Неравенства: числовые наборы: Неравенства о среднем арифметическом и среднем геометрическом,3,0,0,0,0,EMPTY,5
10,Неравенства: числовые наборы,G10_T014_S1,Неравенства: числовые наборы: Неравенство Чебышева для числовых наборов,1,0,0,0,0,EMPTY,5
10,Неравенства: числовые наборы,G10_T014_S1,Неравенства: числовые наборы: Неравенство Чебышева для числовых наборов,2,0,0,0,0,EMPTY,5
10,Неравенства: числовые наборы,G10_T014_S1,Неравенства: числовые наборы: Неравенство Чебышева для числовых наборов,3,0,0,0,0,EMPTY,5
10,Неравенства: числовые наборы,G10_T014_S2,"Неравенства: числовые наборы: Цепочки неравенств, взвешенные средние",1,0,0,0,0,EMPTY,5
10,Неравенства: числовые наборы,G10_T014_S2,"Неравенства: числовые наборы: Цепочки неравенств, взвешенные средние",2,0,0,0,0,EMPTY,5
10,Неравенства: числовые наборы,G10_T014_S2,"Неравенства: числовые наборы: Цепочки неравенств, взвешенные средние",3,0,0,0,0,EMPTY,5
10,Стереометрия: многогранники,G10_T028_S0,"Стереометрия: многогранники: Параллелепипеды, призмы",1,0,0,0,0,EMPTY,5
10,Стереометрия: многогранники,G10_T028_S0,"Стереометрия: многогранники: Параллелепипеды, призмы",2,0,0,0,0,EMPTY,5
10,Стереометрия: многогранники,G10_T028_S0,"Стереометрия: многогранники: Параллелепипеды, призмы",3,0,0,0,0,EMPTY,5
10,Стереометрия: многогранники,G10_T028_S1,Стереометрия: многогранники: Пирамиды,1,0,0,0,0,EMPTY,5
10,Стереометрия: многогранники,G10_T028_S1,Стереометрия: многогранники: Пирамиды,2,0,0,0,0,EMPTY,5
10,Стереометрия: многогранники,G10_T028_S1,Стереометрия: многогранники: Пирамиды,3,0,0,0,0,EMPTY,5
10,Стереометрия: многогранники,G10_T028_S2,Стереометрия: многогранники: Правильные многогранники,1,0,0,0,0,EMPTY,5
10,Стереометрия: многогранники,G10_T028_S2,Стереометрия: многогранники: Правильные многогранники,2,0,0,0,0,EMPTY,5
10,Стереометрия: многогранники,G10_T028_S2,Стереометрия: многогранники: Правильные многогранники,3,0,0,0,0,EMPTY,5
10,Стереометрия: объёмы и сечения,G10_T029_S0,Стереометрия: объёмы и сечения: Сечения многогранников,1,0,0,0,0,EMPTY,5
10,Стереометрия: объёмы и сечения,G10_T029_S0,Стереометрия: объёмы и сечения: Сечения многогранников,2,0,0,0,0,EMPTY,5
10,Стереометрия: объёмы и сечения,G10_T029_S0,Стереометрия: объёмы и сечения: Сечения многогранников,3,0,0,0,0,EMPTY,5
10,Стереометрия: объёмы и сечения,G10_T029_S1,Стереометрия: объёмы и сечения: Объём многогранников,1,0,0,0,0,EMPTY,5
10,Стереометрия: объёмы и сечения,G10_T029_S1,Стереометрия: объёмы и сечения: Объём многогранников,2,0,0,0,0,EMPTY,5
10,Стереометрия: объёмы и сечения,G10_T029_S1,Стереометрия: объёмы и сечения: Объём многогранников,3,0,0,0,0,EMPTY,5
10,Стереометрия: объёмы и сечения,G10_T029_S2,Стереометрия: объёмы и сечения: Объём тел вращения,1,0,0,0,0,EMPTY,5
10,Стереометрия: объёмы и сечения,G10_T029_S2,Стереометрия: объёмы и сечения: Объём тел вращения,2,0,0,0,0,EMPTY,5
10,Стереометрия: объёмы и сечения,G10_T029_S2,Стереометрия: объёмы и сечения: Объём тел вращения,3,0,0,0,0,EMPTY,5
10,Стереометрия: тела вращения,G10_T030_S0,"Стереометрия: тела вращения: Конус, цилиндр",1,0,0,0,0,EMPTY,5
10,Стереометрия: тела вращения,G10_T030_S0,"Стереометрия: тела вращения: Конус, цилиндр",2,0,0,0,0,EMPTY,5
10,Стереометрия: тела вращения,G10_T030_S0,"Стереометрия: тела вращения: Конус, цилиндр",3,0,0,0,0,EMPTY,5
10,Стереометрия: тела вращения,G10_T030_S1,"Стереометрия: тела вращения: Сфера, шар",1,0,0,0,0,EMPTY,5
10,Стереометрия: тела вращения,G10_T030_S1,"Стереометрия: тела вращения: Сфера, шар",2,0,0,0,0,EMPTY,5
10,Стереометрия: тела вращения,G10_T030_S1,"Стереометрия: тела вращения: Сфера, шар",3,0,0,0,0,EMPTY,5
10,Стереометрия: тела вращения,G10_T030_S2,"Стереометрия: тела вращения: Тела вращения: сечения, комбинации",1,0,0,0,0,EMPTY,5
10,Стереометрия: тела вращения,G10_T030_S2,"Стереометрия: тела вращения: Тела вращения: сечения, комбинации",2,0,0,0,0,EMPTY,5
10,Стереометрия: тела вращения,G10_T030_S2,"Стереометрия: тела вращения: Тела вращения: сечения, комбинации",3,0,0,0,0,EMPTY,5
10,Уравнения: иррациональные,G10_T039_S0,Уравнения: иррациональные: Уравнения с одним радикалом,1,0,0,0,0,EMPTY,5
10,Уравнения: иррациональные,G10_T039_S0,Уравнения: иррациональные: Уравнения с одним радикалом,2,0,0,0,0,EMPTY,5
10,Уравнения: иррациональные,G10_T039_S0,Уравнения: иррациональные: Уравнения с одним радикалом,3,0,0,0,0,EMPTY,5
10,Уравнения: иррациональные,G10_T039_S1,Уравнения: иррациональные: Уравнения с двумя и более радикалами,1,0,0,0,0,EMPTY,5
10,Уравнения: иррациональные,G10_T039_S1,Уравнения: иррациональные: Уравнения с двумя и более радикалами,2,0,0,0,0,EMPTY,5
10,Уравнения: иррациональные,G10_T039_S1,Уравнения: иррациональные: Уравнения с двумя и более радикалами,3,0,0,0,0,EMPTY,5
10,Уравнения: иррациональные,G10_T039_S2,Уравнения: иррациональные: Иррациональные уравнения: метод возведения в степень,1,0,0,0,0,EMPTY,5
10,Уравнения: иррациональные,G10_T039_S2,Уравнения: иррациональные: Иррациональные уравнения: метод возведения в степень,2,0,0,0,0,EMPTY,5
10,Уравнения: иррациональные,G10_T039_S2,Уравнения: иррациональные: Иррациональные уравнения: метод возведения в степень,3,0,0,0,0,EMPTY,5
11,Алгебра: теория групп,G11_T001_S0,Алгебра: теория групп: Группы: определения и примеры,1,0,0,0,0,EMPTY,5
11,Алгебра: теория групп,G11_T001_S0,Алгебра: теория групп: Группы: определения и примеры,2,0,0,0,0,EMPTY,5
11,Алгебра: теория групп,G11_T001_S0,Алгебра: теория групп: Группы: определения и примеры,3,0,0,0,0,EMPTY,5
11,Алгебра: теория групп,G11_T001_S1,"Алгебра: теория групп: Группы: подгруппы, смежные классы",1,0,0,0,0,EMPTY,5
11,Алгебра: теория групп,G11_T001_S1,"Алгебра: теория групп: Группы: подгруппы, смежные классы",2,0,0,0,0,EMPTY,5
11,Алгебра: теория групп,G11_T001_S1,"Алгебра: теория групп: Группы: подгруппы, смежные классы",3,0,0,0,0,EMPTY,5
11,Алгебра: теория групп,G11_T001_S2,Алгебра: теория групп: Гомоморфизмы и факторгруппы,1,0,0,0,0,EMPTY,5
11,Алгебра: теория групп,G11_T001_S2,Алгебра: теория групп: Гомоморфизмы и факторгруппы,2,0,0,0,0,EMPTY,5
11,Алгебра: теория групп,G11_T001_S2,Алгебра: теория групп: Гомоморфизмы и факторгруппы,3,0,0,0,0,EMPTY,5
11,"Проценты, отношения и пропорции",G11_T021_S0,"Проценты, отношения и пропорции: Задачи на проценты",1,0,0,0,0,EMPTY,5
11,"Проценты, отношения и пропорции",G11_T021_S0,"Проценты, отношения и пропорции: Задачи на проценты",2,0,0,0,0,EMPTY,5
11,"Проценты, отношения и пропорции",G11_T021_S0,"Проценты, отношения и пропорции: Задачи на проценты",3,0,0,0,0,EMPTY,5
11,"Проценты, отношения и пропорции",G11_T021_S1,"Проценты, отношения и пропорции: Пропорции и отношения",1,0,0,0,0,EMPTY,5
11,"Проценты, отношения и пропорции",G11_T021_S1,"Проценты, отношения и пропорции: Пропорции и отношения",2,0,0,0,0,EMPTY,5
11,"Проценты, отношения и пропорции",G11_T021_S1,"Проценты, отношения и пропорции: Пропорции и отношения",3,0,0,0,0,EMPTY,5
11,"Проценты, отношения и пропорции",G11_T021_S2,"Проценты, отношения и пропорции: Прямая и обратная пропорциональность",1,0,0,0,0,EMPTY,5
11,"Проценты, отношения и пропорции",G11_T021_S2,"Проценты, отношения и пропорции: Прямая и обратная пропорциональность",2,0,0,0,0,EMPTY,5
11,"Проценты, отношения и пропорции",G11_T021_S2,"Проценты, отношения и пропорции: Прямая и обратная пропорциональность",3,0,0,0,0,EMPTY,5
11,Стереометрия: угол и расстояние,G11_T031_S0,Стереометрия: угол и расстояние: Расстояние от точки до плоскости,1,0,0,0,0,EMPTY,5
11,Стереометрия: угол и расстояние,G11_T031_S0,Стереометрия: угол и расстояние: Расстояние от точки до плоскости,2,0,0,0,0,EMPTY,5
11,Стереометрия: угол и расстояние,G11_T031_S0,Стереометрия: угол и расстояние: Расстояние от точки до плоскости,3,0,0,0,0,EMPTY,5
11,Стереометрия: угол и расстояние,G11_T031_S1,Стереометрия: угол и расстояние: Угол между плоскостями (двугранный угол),1,0,0,0,0,EMPTY,5
11,Стереометрия: угол и расстояние,G11_T031_S1,Стереометрия: угол и расстояние: Угол между плоскостями (двугранный угол),2,0,0,0,0,EMPTY,5
11,Стереометрия: угол и расстояние,G11_T031_S1,Стереометрия: угол и расстояние: Угол между плоскостями (двугранный угол),3,0,0,0,0,EMPTY,5
11,Стереометрия: угол и расстояние,G11_T031_S2,Стереометрия: угол и расстояние: Угол между прямой и плоскостью,1,0,0,0,0,EMPTY,5
11,Стереометрия: угол и расстояние,G11_T031_S2,Стереометрия: угол и расстояние: Угол между прямой и плоскостью,2,0,0,0,0,EMPTY,5
11,Стереометрия: угол и расстояние,G11_T031_S2,Стереометрия: угол и расстояние: Угол между прямой и плоскостью,3,0,0,0,0,EMPTY,5
11,Теория вероятностей: дискретные распределения,G11_T034_S0,Теория вероятностей: дискретные распределения: Биномиальное распределение,1,0,0,0,0,EMPTY,5
11,Теория вероятностей: дискретные распределения,G11_T034_S0,Теория вероятностей: дискретные распределения: Биномиальное распределение,2,0,0,0,0,EMPTY,5
11,Теория вероятностей: дискретные распределения,G11_T034_S0,Теория вероятностей: дискретные распределения: Биномиальное распределение,3,0,0,0,0,EMPTY,5
11,Теория вероятностей: дискретные распределения,G11_T034_S1,Теория вероятностей: дискретные распределения: Дискретные случайные величины,1,0,0,0,0,EMPTY,5
11,Теория вероятностей: дискретные распределения,G11_T034_S1,Теория вероятностей: дискретные распределения: Дискретные случайные величины,2,0,0,0,0,EMPTY,5
11,Теория вероятностей: дискретные распределения,G11_T034_S1,Теория вероятностей: дискретные распределения: Дискретные случайные величины,3,0,0,0,0,EMPTY,5
11,Теория вероятностей: дискретные распределения,G11_T034_S2,Теория вероятностей: дискретные распределения: Математическое ожидание и дисперсия,1,0,0,0,0,EMPTY,5
11,Теория вероятностей: дискретные распределения,G11_T034_S2,Теория вероятностей: дискретные распределения: Математическое ожидание и дисперсия,2,0,0,0,0,EMPTY,5
11,Теория вероятностей: дискретные распределения,G11_T034_S2,Теория вероятностей: дискретные распределения: Математическое ожидание и дисперсия,3,0,0,0,0,EMPTY,5
11,Уравнения: показательные и логарифмические,G11_T040_S0,Уравнения: показательные и логарифмические: Логарифмические уравнения,1,0,0,0,0,EMPTY,5
11,Уравнения: показательные и логарифмические,G11_T040_S0,Уравнения: показательные и логарифмические: Логарифмические уравнения,2,0,0,0,0,EMPTY,5
11,Уравнения: показательные и логарифмические,G11_T040_S0,Уравнения: показательные и логарифмические: Логарифмические уравнения,3,0,0,0,0,EMPTY,5
11,Уравнения: показательные и логарифмические,G11_T040_S1,Уравнения: показательные и логарифмические: Показательные уравнения,1,0,0,0,0,EMPTY,5
11,Уравнения: показательные и логарифмические,G11_T040_S1,Уравнения: показательные и логарифмические: Показательные уравнения,2,0,0,0,0,EMPTY,5
11,Уравнения: показательные и логарифмические,G11_T040_S1,Уравнения: показательные и логарифмические: Показательные уравнения,3,0,0,0,0,EMPTY,5
11,Уравнения: показательные и логарифмические,G11_T040_S2,Уравнения: показательные и логарифмические: Системы показательных и логарифмических уравнений,1,0,0,0,0,EMPTY,5
11,Уравнения: показательные и логарифмические,G11_T040_S2,Уравнения: показательные и логарифмические: Системы показательных и логарифмических уравнений,2,0,0,0,0,EMPTY,5
11,Уравнения: показательные и логарифмические,G11_T040_S2,Уравнения: показательные и логарифмические: Системы показательных и логарифмических уравнений,3,0,0,0,0,EMPTY,5
11,Уравнения: тригонометрические системы,G11_T041_S0,Уравнения: тригонометрические системы: Системы тригонометрических уравнений,1,0,0,0,0,EMPTY,5
11,Уравнения: тригонометрические системы,G11_T041_S0,Уравнения: тригонометрические системы: Системы тригонометрических уравнений,2,0,0,0,0,EMPTY,5
11,Уравнения: тригонометрические системы,G11_T041_S0,Уравнения: тригонометрические системы: Системы тригонометрических уравнений,3,0,0,0,0,EMPTY,5
11,Уравнения: тригонометрические системы,G11_T041_S1,Уравнения: тригонометрические системы: Тригонометрические уравнения с параметром,1,0,0,0,0,EMPTY,5
11,Уравнения: тригонометрические системы,G11_T041_S1,Уравнения: тригонометрические системы: Тригонометрические уравнения с параметром,2,0,0,0,0,EMPTY,5
11,Уравнения: тригонометрические системы,G11_T041_S1,Уравнения: тригонометрические системы: Тригонометрические уравнения с параметром,3,0,0,0,0,EMPTY,5
11,Уравнения: тригонометрические системы,G11_T041_S2,Уравнения: тригонометрические системы: Универсальная тригонометрическая подстановка и метод вспомогательного угла,1,0,0,0,0,EMPTY,5
11,Уравнения: тригонометрические системы,G11_T041_S2,Уравнения: тригонометрические системы: Универсальная тригонометрическая подстановка и метод вспомогательного угла,2,0,0,0,0,EMPTY,5
11,Уравнения: тригонометрические системы,G11_T041_S2,Уравнения: тригонометрические системы: Универсальная тригонометрическая подстановка и метод вспомогательного угла,3,0,0,0,0,EMPTY,5
11,Функции и графики,G11_T043_S0,Функции и графики: Область определения и область значений функции,1,0,0,0,0,EMPTY,5
11,Функции и графики,G11_T043_S0,Функции и графики: Область определения и область значений функции,2,0,0,0,0,EMPTY,5
11,Функции и графики,G11_T043_S0,Функции и графики: Область определения и область значений функции,3,0,0,0,0,EMPTY,5
11,Функции и графики,G11_T043_S1,"Функции и графики: Чтение, построение и преобразование графиков",1,0,0,0,0,EMPTY,5
11,Функции и графики,G11_T043_S1,"Функции и графики: Чтение, построение и преобразование графиков",2,0,0,0,0,EMPTY,5
11,Функции и графики,G11_T043_S1,"Функции и графики: Чтение, построение и преобразование графиков",3,0,0,0,0,EMPTY,5
11,Функции и графики,G11_T043_S2,Функции и графики: Композиция и обратная функция,1,0,0,0,0,EMPTY,5
11,Функции и графики,G11_T043_S2,Функции и графики: Композиция и обратная функция,2,0,0,0,0,EMPTY,5
11,Функции и графики,G11_T043_S2,Функции и графики: Композиция и обратная функция,3,0,0,0,0,EMPTY,5
