task_uid,grade,theme_id,level,quality_status
EXISTING-4322bb11898c,10,T039,3,RECHECK
EXISTING-0dff70543576,10,T039,3,RECHECK
EXISTING-ac2bccd1624e,10,T028,3,RECHECK
EXISTING-9cc78664a5dd,10,T028,3,RECHECK
EXISTING-d698f69e4256,10,T028,3,RECHECK
EXISTING-1437decf46ad,10,T028,3,RECHECK
EXISTING-dd09991250c9,10,T028,3,RECHECK
EXISTING-3d7828eddcce,10,T028,2,RECHECK
EXISTING-dd09991250c9,10,T028,2,RECHECK
EXISTING-b2620585ffd6,10,T028,2,RECHECK
EXISTING-a6c066fcd1f2,10,T028,2,RECHECK
EXISTING-c5a8f772643d,10,T028,2,RECHECK
EXISTING-7570c4a6294f,10,T030,1,RECHECK
EXISTING-ce12cb92dced,10,T030,1,RECHECK
EXISTING-769ad0fb7820,10,T030,1,RECHECK
EXISTING-c0cbf3559482,10,T030,1,RECHECK
EXISTING-602078f338ae,10,T030,1,RECHECK
EXISTING-d778533d4b00,11,T021,1,RECHECK
EXISTING-2d7205a29fcd,11,T021,1,RECHECK
EXISTING-731b9daae406,11,T021,1,RECHECK
EXISTING-6a008a1dc6fb,11,T021,1,RECHECK
EXISTING-493a342de8be,11,T021,1,RECHECK
EXISTING-65ceefabc841,10,T030,2,RECHECK
EXISTING-d54fefd8bc6a,10,T030,2,RECHECK
EXISTING-305a13beca45,10,T030,2,RECHECK
EXISTING-28954c88123c,10,T030,2,RECHECK
EXISTING-d4df36cfd77e,10,T030,2,RECHECK
EXISTING-a55a12fe28ea,11,T021,2,RECHECK
EXISTING-5cb2963cbb52,11,T021,2,RECHECK
EXISTING-99cdb9bf9278,11,T021,2,RECHECK
EXISTING-bc65655cb8ba,11,T021,2,RECHECK
EXISTING-be639e17e5d7,11,T021,2,RECHECK
EXISTING-b6e3e359593f,10,T029,2,RECHECK
EXISTING-9b62c89b10ac,10,T029,2,RECHECK
EXISTING-dfdf001dca29,10,T029,2,RECHECK
EXISTING-1ba4368ce667,10,T029,2,RECHECK
EXISTING-b73a977236a2,10,T029,2,RECHECK
EXISTING-19e525cb60a0,11,T040,2,RECHECK
EXISTING-f7cfa318ef02,11,T040,2,RECHECK
EXISTING-d1e01b53ede4,11,T040,2,RECHECK
EXISTING-553725594036,11,T040,2,RECHECK
EXISTING-c1ad04198170,11,T040,2,RECHECK
EXISTING-5868e24b1c3f,11,T040,1,RECHECK
EXISTING-a1db1bb6d920,11,T040,1,RECHECK
EXISTING-aaac87f7175a,11,T040,1,RECHECK
EXISTING-717ee0a5e145,11,T040,1,RECHECK
EXISTING-813b369e80d4,11,T040,1,RECHECK
EXISTING-c7523b0bd9a9,10,T030,3,RECHECK
EXISTING-6cccc2a1b833,10,T030,3,RECHECK
EXISTING-fba493e45888,10,T030,3,RECHECK
EXISTING-f7374f612caa,10,T030,3,RECHECK
EXISTING-46888f349510,10,T030,3,RECHECK
EXISTING-b0ef084fc2d3,11,T034,1,RECHECK
EXISTING-6c32d699e49e,11,T034,1,RECHECK
EXISTING-54517e2ae207,11,T034,1,RECHECK
EXISTING-7b0514343ed7,11,T034,1,RECHECK
EXISTING-41148ab678ce,11,T034,1,RECHECK
EXISTING-804fc3dd8901,11,T034,2,RECHECK
EXISTING-d4d6355306bf,11,T034,2,RECHECK
EXISTING-62a2874af47b,11,T034,2,RECHECK
EXISTING-f369f9d358c1,11,T034,2,RECHECK
EXISTING-c1b93689cf3e,11,T034,2,RECHECK
EXISTING-b9e3f0172238,11,T021,3,RECHECK
EXISTING-bdfdac2d0c6c,11,T021,3,RECHECK
EXISTING-2458b59ea8f4,11,T021,3,RECHECK
EXISTING-ec26c3d68057,11,T021,3,RECHECK
EXISTING-b27b3af6ad13,11,T043,1,RECHECK
EXISTING-0d2820d53fda,11,T043,1,RECHECK
EXISTING-2676ea0c8f4c,11,T043,1,RECHECK
EXISTING-7f855fdf45e3,11,T043,1,RECHECK
EXISTING-a83965a3c902,11,T043,1,RECHECK
EXISTING-a2e99e6b485f,11,T034,3,RECHECK
EXISTING-814d0fbdc28a,11,T034,3,RECHECK
EXISTING-469283013eea,11,T034,3,RECHECK
EXISTING-0dac0740c3ca,11,T034,3,RECHECK
EXISTING-b64fc30fa4ea,11,T034,3,RECHECK
EXISTING-525fa00f99e2,10,T029,3,RECHECK
EXISTING-bd932186db46,11,T040,3,RECHECK
EXISTING-7a747efc3f23,11,T040,3,RECHECK
EXISTING-e57944b4be52,11,T040,3,RECHECK
EXISTING-e3ae3c6dbfad,11,T040,3,RECHECK
EXISTING-c25c21e766b2,11,T031,1,RECHECK
EXISTING-7976bd60eae8,11,T031,1,RECHECK
EXISTING-958c1c3d51d6,11,T031,1,RECHECK
EXISTING-6d7ae04d590e,11,T031,1,RECHECK
EXISTING-4d480ed3ac76,11,T031,1,RECHECK
EXISTING-e02af76f1c6f,11,T043,2,RECHECK
EXISTING-219807df4215,11,T043,2,RECHECK
EXISTING-1a68ce90ae78,11,T043,2,RECHECK
EXISTING-83f2759c2fe7,11,T043,2,RECHECK
EXISTING-08963ea435f3,11,T031,3,RECHECK
EXISTING-cdd0fb0f77f5,11,T031,3,RECHECK
EXISTING-780497c9721d,11,T031,3,RECHECK
EXISTING-2a53eee6f968,11,T031,3,RECHECK
EXISTING-2f5bd765fe66,11,T031,3,RECHECK
EXISTING-9c79c631dc59,11,T041,2,RECHECK
EXISTING-107c4ceba946,11,T041,2,RECHECK
EXISTING-b92df2ec74c2,11,T041,2,RECHECK
EXISTING-e73500d6a92f,11,T041,2,RECHECK
EXISTING-ec491cfe4af5,11,T041,2,RECHECK
EXISTING-bcb98b2076ed,11,T001,1,RECHECK
EXISTING-1d897ced2263,11,T001,1,RECHECK
EXISTING-d5be11cb5de0,11,T001,1,RECHECK
EXISTING-1ccd046e552a,11,T001,1,RECHECK
EXISTING-bf14d94329d3,11,T001,1,RECHECK
EXISTING-b18813bddcc6,11,T041,1,RECHECK
EXISTING-857c2afe85ff,11,T041,1,RECHECK
EXISTING-769b1bc6effe,11,T041,1,RECHECK
EXISTING-4028e31cc1ae,11,T041,1,RECHECK
EXISTING-2b7d504e7860,11,T041,1,RECHECK
EXISTING-084b59b0fecb,11,T041,3,RECHECK
EXISTING-25e34a36c6e5,11,T041,3,RECHECK
EXISTING-7d03a5314762,11,T041,3,RECHECK
EXISTING-41096ea2c54e,11,T041,3,RECHECK
EXISTING-9c02c16e2c1e,11,T041,3,RECHECK
EXISTING-636a50385ad4,11,T001,2,RECHECK
EXISTING-8853d23ae3ed,11,T001,2,RECHECK
EXISTING-025afe6da372,11,T001,2,RECHECK
EXISTING-e6fe2069fd22,11,T001,2,RECHECK
EXISTING-6b569f45e049,11,T001,2,RECHECK
EXISTING-114e0b19c7a4,11,T001,3,RECHECK
EXISTING-7af4697ced31,11,T001,3,RECHECK
EXISTING-e1a68ab89688,11,T001,3,RECHECK
EXISTING-460060bffa41,11,T001,3,RECHECK
EXISTING-a19fe18603fb,11,T001,3,RECHECK
EXISTING-aaf28793759e,11,T031,2,RECHECK
EXISTING-3165aceeda6c,11,T031,2,RECHECK
EXISTING-0158b416e0c3,11,T031,2,RECHECK
EXISTING-d39c15a015ee,11,T043,3,RECHECK
